HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,Transported
2,1,3387,2,1,0,1
1,1,12,0,56,0,1
0,0,5300,2,20,0,0
0,0,2149,2,21,0,0
0,1,2149,2,5,0,1
0,0,6156,2,12,0,1
1,1,949,0,39,0,1
1,1,949,2,60,0,1
0,0,6156,2,31,0,0
0,1,5251,2,58,0,0
0,1,5267,2,19,0,1
0,1,5301,2,29,0,0
2,1,3437,2,19,0,1
0,0,3402,2,44,0,0
0,0,3409,2,20,0,0
0,1,5282,2,18,0,1
0,0,3411,2,36,0,1
2,1,3439,2,25,0,1
0,0,6156,2,15,0,0
0,0,3441,0,18,0,0
0,1,5292,2,0,0,1
0,0,5292,0,54,0,0
0,0,5292,0,0,0,0
0,0,3443,2,20,0,0
0,1,5302,2,21,0,0
2,0,3444,2,8,0,1
2,0,3444,2,46,0,0
2,0,3444,2,31,0,0
2,0,3444,0,3,0,1
2,1,3446,2,30,0,1
0,0,3447,2,23,0,0
0,0,3415,2,14,0,0
0,1,5294,1,25,0,0
0,1,5296,2,61,0,1
0,0,5298,2,31,0,0
2,0,3448,0,13,0,1
0,1,5305,1,24,0,1
0,0,5308,2,47,0,0
0,0,5309,1,15,0,1
1,1,6156,2,46,0,1
0,0,3449,2,49,0,0
1,0,946,2,37,0,0
1,0,946,2,44,0,0
0,0,3418,2,16,0,0
0,1,5299,2,58,0,1
0,0,3450,2,20,0,1
2,1,3451,0,36,0,1
2,1,3451,2,31,0,1
0,0,3419,2,21,0,0
0,0,3421,0,22,0,0
0,0,3423,1,27,0,0
0,0,3427,2,58,0,1
0,1,3453,2,38,0,1
2,1,3453,0,30,0,1
1,1,948,0,20,0,1
0,0,3429,2,19,0,0
0,0,5312,2,57,0,0
0,0,3455,2,26,0,0
0,0,511,2,38,0,1
1,1,511,2,15,0,1
2,1,3431,2,28,0,1
2,1,3456,2,35,0,1
0,1,5313,1,38,0,0
0,0,6555,2,35,0,0
1,1,517,2,14,0,1
1,1,517,2,27,0,1
0,1,5304,2,25,0,0
0,0,5306,2,37,0,0
0,0,2122,0,25,0,0
0,0,5307,0,41,0,0
2,0,3434,2,50,0,0
2,0,3435,2,33,0,0
2,1,3436,2,27,0,1
2,1,3436,2,23,0,1
2,0,3436,2,18,0,1
0,0,3438,2,31,0,0
0,0,5310,2,54,0,0
0,1,5311,2,0,0,1
0,0,5311,2,11,0,0
0,1,5311,2,4,0,0
0,0,2132,2,19,0,1
0,0,5311,2,7,0,1
0,1,5314,1,20,0,0
0,1,1315,0,33,0,1
1,0,1315,2,26,0,0
2,1,3458,2,35,0,1
2,0,1316,2,23,0,1
0,0,3460,2,60,0,0
1,1,6156,2,34,0,1
0,0,5316,2,28,0,0
2,1,2151,2,42,0,1
0,0,3462,1,22,0,0
2,0,3464,2,18,0,0
2,0,3464,2,5,0,1
2,0,3464,2,18,0,0
2,0,2133,2,29,0,0
2,0,3465,1,39,0,0
0,0,3440,2,17,0,0
2,0,3445,2,58,0,0
2,1,3445,2,5,0,1
1,0,952,2,23,0,0
1,0,952,0,26,0,1
1,0,513,0,40,0,1
0,0,2154,2,20,0,1
2,0,2156,2,38,1,0
2,0,2156,2,31,0,0
0,1,5318,2,34,0,1
0,0,5320,2,9,0,1
0,0,6156,2,36,0,1
0,1,5320,2,26,0,1
0,0,2135,2,18,0,0
0,0,3468,1,55,0,1
1,0,515,2,28,0,0
1,1,520,0,18,0,1
0,0,2160,2,28,0,0
2,1,2161,2,23,0,0
2,0,1312,0,20,0,1
0,1,6156,2,22,0,0
2,0,2136,2,27,0,1
1,1,6156,0,13,0,1
0,0,5322,2,32,0,1
1,0,523,2,53,0,1
1,1,523,2,34,0,1
1,1,523,0,42,0,1
0,1,5324,2,19,0,1
0,0,5317,2,54,0,1
0,0,5325,2,12,0,1
0,0,3452,2,35,0,0
0,0,5325,2,55,0,0
0,0,3472,0,26,0,0
1,1,518,2,49,0,1
1,1,951,0,22,0,1
1,0,951,0,28,0,0
1,0,951,2,30,0,0
1,0,6156,0,39,0,1
1,1,951,2,14,0,1
1,1,951,2,29,0,1
1,0,951,0,34,0,0
0,0,5327,0,8,0,1
0,0,5327,2,7,0,0
0,1,5327,2,3,0,0
0,0,5327,2,0,0,0
0,0,5327,0,10,0,0
0,1,5329,0,16,0,0
2,0,3454,2,41,0,0
0,1,5319,2,18,0,1
1,1,519,2,25,0,1
1,1,519,2,32,0,1
1,1,519,0,26,0,1
0,0,3474,2,26,0,0
0,1,5321,2,18,0,1
1,0,525,2,27,0,0
1,1,525,2,26,0,1
1,0,526,0,28,0,1
1,0,526,0,19,0,0
1,0,955,2,31,0,1
0,0,3475,0,35,0,1
1,0,521,0,46,0,0
1,0,521,2,37,0,0
1,1,521,2,29,0,1
1,1,521,2,17,0,1
1,0,953,0,30,0,0
2,1,3476,2,28,0,1
0,0,2140,2,16,0,0
2,0,3457,2,40,0,0
0,0,2163,2,23,0,0
0,0,5335,1,24,0,1
0,1,5323,2,36,0,1
2,1,3459,2,34,0,1
1,1,954,2,59,0,1
0,0,3461,2,20,0,0
1,1,527,2,15,0,1
0,0,3463,2,19,0,0
2,1,3478,0,64,0,1
2,0,2142,2,24,0,1
2,0,3478,2,23,0,1
2,0,2144,2,30,0,0
0,0,5337,2,0,0,1
0,0,5337,2,8,0,0
0,1,5337,2,1,0,0
0,0,3466,2,48,0,1
0,0,5337,2,12,0,0
0,0,3467,2,30,0,0
0,0,5339,2,10,0,0
0,0,5339,2,11,0,0
1,0,956,2,58,0,0
0,0,2145,2,52,0,1
0,0,3469,2,36,0,0
0,0,3480,2,32,0,0
1,1,530,2,16,0,1
1,1,530,0,25,0,1
0,0,3482,0,28,0,1
1,0,522,0,32,1,0
2,0,6156,2,28,0,1
0,0,2147,2,16,0,0
1,0,531,0,50,1,0
0,0,3487,2,20,0,0
0,0,5326,2,23,0,0
0,1,5328,2,45,0,1
0,0,5328,2,23,0,0
0,1,5342,1,53,0,0
0,1,5342,2,8,0,0
0,1,5342,2,6,0,1
0,1,5342,2,3,0,0
0,0,3473,0,13,0,1
0,1,5342,2,60,0,0
0,0,5342,0,1,0,1
0,0,5332,2,40,0,0
0,0,3489,2,51,0,1
0,1,5333,0,31,0,1
0,1,5343,2,28,0,1
0,0,5334,2,20,0,1
0,0,3491,2,14,0,0
1,0,2150,2,23,0,0
0,0,5344,2,4,0,0
0,0,2166,2,20,0,0
0,0,5336,2,75,0,0
1,1,958,0,24,0,1
0,0,3493,2,18,0,1
2,1,6156,2,21,0,1
2,0,2168,2,59,0,1
0,0,3495,2,27,0,1
0,0,5346,2,38,0,0
2,1,2152,2,41,0,0
1,1,960,2,36,0,1
1,0,960,0,29,0,0
0,1,5338,1,22,0,1
0,0,3477,1,23,0,1
0,0,3479,2,32,0,1
0,0,3496,0,21,0,0
1,0,964,2,26,0,1
1,1,533,2,61,0,1
0,0,2153,1,30,0,1
0,0,3481,2,40,0,1
1,0,957,0,37,0,1
1,0,133,2,41,0,0
1,0,133,2,32,0,0
0,0,5340,2,30,0,0
0,0,3483,1,27,0,1
0,0,3486,2,22,0,0
2,0,1319,2,54,0,0
2,0,3488,2,27,0,0
2,1,3490,2,52,0,1
2,1,3490,2,15,0,1
2,0,2171,2,27,0,0
1,0,3,0,30,0,0
0,0,3492,2,19,0,0
0,1,5341,1,22,0,1
1,0,959,0,43,0,0
2,0,3494,2,25,0,0
0,0,2155,2,51,0,0
0,1,5351,1,34,0,1
2,0,2159,2,21,0,0
0,1,5345,1,21,0,0
0,0,3497,2,23,0,0
0,0,3503,0,38,0,0
0,1,5349,2,30,0,0
1,1,963,0,31,0,1
0,0,3504,1,44,0,1
0,1,5354,2,14,0,0
0,1,5350,1,18,0,0
0,0,5356,2,19,0,0
2,1,3498,2,28,0,1
0,0,3506,0,36,0,0
2,1,3499,2,10,0,1
2,1,3508,2,1,0,1
2,1,3508,0,4,0,1
2,0,3508,2,21,0,0
0,0,5352,2,24,0,0
0,0,5357,2,8,0,0
0,0,5357,2,18,0,0
2,0,3509,2,33,0,0
1,0,536,0,31,1,1
1,0,536,2,43,0,1
0,0,3511,2,20,0,0
1,1,15,2,28,0,1
1,1,15,1,30,0,1
1,0,15,2,28,1,0
0,0,6156,2,19,0,0
0,0,3501,2,22,0,1
0,0,3502,0,27,0,0
2,0,1321,0,22,0,1
0,1,2162,0,2,0,1
0,0,2162,2,4,0,0
0,0,2162,2,10,0,0
0,0,2162,2,9,0,1
0,1,2162,2,37,0,0
0,0,2162,1,2,0,1
1,0,537,2,44,0,1
1,0,537,0,11,0,1
0,1,5353,2,22,0,0
1,1,6156,0,40,0,1
1,0,2174,0,30,0,0
1,0,2174,0,37,0,0
1,1,2174,0,26,0,1
0,0,3514,2,19,0,1
1,0,966,2,57,0,0
2,0,3515,2,1,0,1
2,0,3515,2,17,0,0
2,0,1317,2,26,0,0
0,1,5355,0,21,0,1
1,1,2176,2,28,0,1
1,0,2176,0,36,0,0
2,0,3517,2,25,0,0
0,1,5358,2,40,0,1
0,1,3518,0,23,0,1
0,1,5361,0,2,0,0
0,0,5361,0,10,0,0
0,1,5361,2,43,0,1
0,1,2179,2,0,0,1
0,0,2179,2,24,0,0
0,1,2179,2,42,0,1
2,0,3505,2,30,0,0
2,0,3505,2,19,0,0
0,1,5359,2,26,0,0
2,0,1323,2,47,0,0
2,0,1323,2,28,0,1
0,1,5366,1,24,0,1
0,0,2181,2,29,0,0
0,0,3521,1,32,0,0
0,1,5360,2,44,0,0
0,1,5367,2,17,0,1
0,0,3507,0,35,0,0
0,1,5370,2,23,0,0
0,0,5365,2,34,0,0
0,0,3510,2,25,0,0
0,0,3526,2,67,0,1
1,0,539,2,22,0,0
1,1,539,2,28,0,1
0,1,5372,0,27,0,1
0,0,3512,2,14,0,0
0,0,5372,1,42,0,0
0,1,5372,1,19,0,0
0,0,5368,2,22,0,0
2,0,3528,2,31,0,0
2,0,3513,2,10,0,1
2,0,3513,2,39,0,0
2,1,3513,2,41,0,1
2,0,3513,2,0,0,1
0,1,5369,1,22,0,1
0,0,5373,2,21,0,0
2,1,1326,2,40,0,1
0,0,1411,2,25,0,1
0,0,3516,2,23,0,0
1,0,541,0,33,0,0
1,1,541,2,20,0,1
0,1,5371,0,40,0,1
0,1,5374,2,27,0,0
0,0,1413,2,21,0,0
2,0,1318,2,25,0,0
0,0,5375,2,2,0,0
0,0,3519,2,19,0,0
0,1,5379,2,41,0,0
1,0,965,2,43,0,1
0,0,5380,2,19,0,0
0,0,3532,2,22,0,1
0,0,3520,2,16,0,0
1,0,968,0,42,0,0
0,1,5376,1,20,0,1
0,0,1415,2,35,0,0
1,1,1328,2,53,0,1
0,0,1417,2,17,0,0
0,1,5378,2,6,0,0
0,0,3522,2,22,0,1
0,0,3522,2,41,0,1
0,0,1417,2,19,0,1
0,0,5382,2,39,0,0
0,1,5383,2,23,0,1
2,0,2164,2,31,0,0
0,1,5381,0,38,0,1
0,1,5385,1,1,0,1
2,1,3534,2,13,0,1
2,0,3534,2,21,0,0
2,0,3534,2,44,0,0
2,0,3525,2,36,0,0
2,0,3525,2,19,0,0
0,0,5384,2,7,0,1
0,0,3527,2,39,0,0
0,0,5387,2,28,0,1
0,0,3529,2,28,0,0
0,1,5389,0,14,0,1
0,0,5391,2,18,0,0
0,1,5386,1,23,0,1
0,1,5386,0,33,0,1
0,0,2165,2,18,0,0
1,0,544,2,47,0,0
1,0,6156,2,42,0,0
2,0,1419,2,17,0,0
0,0,3535,2,21,0,0
0,0,3535,1,17,0,1
0,0,5388,1,26,0,0
0,0,3536,2,23,0,0
0,0,5390,0,15,0,0
0,1,5392,1,18,0,0
0,0,3538,2,65,0,0
1,0,1320,0,33,0,1
0,1,5393,2,27,0,0
1,0,969,2,41,0,0
2,0,3530,2,42,0,0
2,1,1421,2,28,0,0
2,0,3531,2,37,0,0
2,0,3531,0,17,0,0
1,1,545,2,24,0,1
1,1,545,2,39,0,1
1,1,545,0,59,0,1
1,1,524,2,32,0,1
1,0,524,0,29,0,0
1,0,524,2,8,0,1
1,0,524,0,28,0,1
1,1,524,2,35,0,1
0,0,3540,2,24,0,0
0,1,5397,2,1,0,1
0,1,5397,2,4,0,1
1,1,1322,0,28,0,1
2,1,3533,2,46,0,1
2,0,3533,2,67,0,0
0,0,1423,2,44,0,0
0,0,3542,2,14,0,0
0,0,5399,2,23,0,1
0,1,5394,2,51,0,0
0,0,5401,2,20,0,0
0,0,6156,2,0,0,1
0,1,5401,2,0,0,0
0,0,5402,2,23,0,0
0,0,2167,2,24,0,0
2,0,3537,2,41,0,0
2,0,1332,2,30,0,0
0,0,3539,2,27,0,0
0,1,5398,1,13,0,1
0,1,5405,2,16,0,1
1,0,971,2,30,0,1
0,0,5400,1,8,0,1
0,0,5406,2,59,0,0
1,1,1334,0,43,0,1
1,0,1334,0,30,0,0
1,0,973,0,46,0,0
1,1,973,2,39,0,1
1,0,967,2,21,0,0
1,1,6156,2,70,0,1
1,0,967,0,34,0,0
1,0,967,2,33,0,0
1,1,967,0,44,0,1
0,0,5407,0,16,0,0
0,0,5407,2,63,0,1
1,0,1336,2,37,0,0
1,1,546,0,29,0,1
1,0,546,2,29,0,1
1,1,546,0,22,0,1
1,0,546,2,26,0,1
1,0,546,0,76,0,0
0,0,1426,2,61,0,0
0,0,5403,2,46,0,0
0,0,3543,2,19,0,1
0,1,5411,1,13,0,1
0,1,5404,2,28,0,0
0,1,5413,2,30,0,1
0,0,3541,1,23,0,0
0,0,5415,1,63,0,0
0,0,1427,2,21,0,0
2,1,3545,2,32,0,1
0,0,3548,2,33,0,0
0,0,3548,1,39,0,0
2,1,3552,2,49,0,1
2,0,2170,2,27,0,0
0,0,2172,2,16,0,0
2,1,3553,2,38,0,1
2,1,2173,2,42,0,1
0,0,5408,2,19,0,0
1,0,1324,0,26,0,0
0,0,5420,0,32,0,1
0,0,3555,2,56,0,0
0,0,5420,2,0,0,1
0,0,3544,2,38,0,0
0,0,3557,2,30,0,0
0,0,3546,2,21,0,0
0,0,5412,2,11,0,0
0,0,5412,2,3,0,0
0,0,5412,0,17,0,1
0,0,5412,0,35,0,1
0,0,3547,0,17,0,0
0,1,5412,2,0,0,1
0,1,5412,2,46,0,1
0,0,5423,2,63,0,0
2,0,1325,2,35,0,0
2,0,1325,2,61,0,0
0,0,3560,2,19,0,1
0,0,3549,2,43,0,1
0,0,3549,2,14,0,0
0,0,5414,2,78,0,0
0,0,3549,2,21,0,0
2,0,2175,2,32,0,0
2,0,3554,2,31,0,0
1,0,548,2,40,0,1
1,1,548,2,13,0,1
1,0,548,2,36,0,0
1,0,548,0,31,0,0
0,0,3556,2,18,0,0
0,1,5416,2,40,0,1
2,1,3558,2,28,0,1
1,1,550,0,41,0,1
1,1,550,2,35,0,1
0,1,5417,2,14,0,1
2,0,3562,2,20,0,1
0,0,3567,0,23,0,0
1,1,1327,0,22,0,1
1,0,1327,2,25,0,1
2,0,1331,0,18,0,1
1,0,17,1,25,1,1
1,0,17,2,30,0,1
0,0,5418,2,46,0,0
1,0,552,2,27,0,0
0,0,5424,2,53,0,0
2,1,3559,2,21,0,1
1,0,18,0,32,0,1
1,0,970,2,32,0,0
1,0,970,2,33,1,1
1,0,970,2,26,0,0
0,0,3561,2,47,0,1
2,0,3563,2,13,0,0
1,1,972,0,34,0,1
0,0,5425,2,21,0,0
2,0,6156,2,20,0,1
0,0,3568,2,21,0,0
1,1,529,0,51,0,1
1,1,529,2,18,0,1
1,0,976,2,26,0,0
1,0,6156,0,53,1,0
1,0,2177,2,30,0,1
0,1,5421,2,37,0,0
1,0,20,2,45,0,0
0,0,5427,2,62,0,0
0,0,5422,2,38,0,0
0,0,3571,0,24,0,0
0,0,3572,2,18,0,0
2,1,3569,2,23,0,0
0,0,3570,1,16,0,0
1,1,532,2,37,0,1
0,0,6156,2,22,0,0
0,1,5428,1,18,0,1
2,1,3574,2,25,0,1
0,0,5430,2,26,0,0
0,0,3576,2,25,0,0
2,0,1339,2,55,0,0
2,0,2178,2,28,0,0
0,0,3580,2,23,0,1
0,0,2180,2,22,0,0
0,0,3582,0,26,0,1
0,0,5426,2,13,0,0
0,0,5426,2,18,0,0
2,1,3584,2,38,0,1
2,1,6156,2,28,0,1
0,0,3587,2,57,0,0
0,1,5434,2,0,0,0
0,1,5435,2,18,0,1
1,1,2182,2,25,0,1
1,0,2182,0,35,0,1
1,0,1340,2,37,0,1
1,0,1340,0,33,0,0
1,0,980,2,35,0,1
1,0,980,0,47,0,1
0,0,1430,2,23,0,0
0,0,5437,2,28,0,1
1,0,974,0,27,0,1
1,1,534,2,23,0,1
0,1,5439,2,31,0,1
1,1,975,2,19,0,1
1,1,975,0,53,0,1
0,0,5441,2,37,0,0
0,0,3573,2,18,0,0
0,0,3590,2,42,0,0
0,1,5443,2,7,0,1
0,0,5443,0,7,0,1
0,0,5444,2,24,0,0
1,0,1433,2,20,0,1
0,0,3593,2,24,0,0
0,0,5429,2,42,0,1
1,0,1412,2,49,0,1
1,1,1412,2,47,0,1
0,0,6156,0,16,0,0
2,0,3595,2,26,1,0
0,0,3597,2,24,0,0
0,1,5446,2,38,0,1
0,0,5446,2,0,0,1
2,0,1333,1,37,0,0
0,1,5431,2,39,0,1
0,0,3575,0,25,0,1
0,0,3575,1,25,0,0
2,1,3598,2,35,0,1
0,1,5433,1,0,0,1
0,0,5433,0,46,0,1
0,0,5433,2,4,0,1
1,1,977,0,19,0,1
1,0,977,2,29,0,0
0,0,3599,2,19,0,0
1,1,557,2,47,0,1
0,1,5436,1,1,0,1
0,1,5436,2,4,0,0
0,0,3577,2,37,0,0
0,0,1436,2,61,0,0
1,1,982,2,32,0,1
0,1,5450,2,4,0,1
0,1,5450,2,16,0,1
0,1,5438,0,25,0,0
0,0,3600,2,22,0,0
0,0,5440,2,41,0,0
0,1,5442,2,25,0,1
0,0,1437,2,19,0,0
0,0,5452,2,21,0,1
0,0,3602,0,14,0,0
0,1,6156,0,18,0,0
0,0,5455,2,34,0,1
0,0,3604,2,33,0,0
0,1,5457,0,14,0,0
0,1,5445,0,28,0,1
0,1,5459,1,43,0,0
0,0,5459,0,3,0,1
0,1,5459,1,0,0,1
1,0,22,2,47,0,0
0,0,6156,2,28,0,0
0,0,3581,2,40,0,1
0,0,3583,2,17,0,0
0,0,5461,2,21,0,0
2,0,3585,2,28,0,1
0,0,3586,2,41,0,0
0,0,1441,2,20,0,0
1,0,26,2,56,0,0
1,0,26,2,57,0,0
1,1,26,2,48,0,1
1,0,26,2,37,0,0
0,0,3588,1,20,0,0
0,1,5462,1,36,0,1
1,0,1343,2,38,0,1
0,0,3589,2,22,0,0
2,0,3591,2,31,0,0
2,1,3591,2,0,0,1
2,0,3591,0,21,0,0
0,0,5464,2,49,0,0
0,1,5464,2,44,0,0
1,0,560,0,28,0,0
0,0,3592,2,29,0,0
0,0,3606,0,16,0,0
0,1,5449,1,20,0,0
0,1,5468,2,26,0,0
0,0,1414,2,19,0,0
0,0,5451,2,34,0,0
2,1,3607,2,38,0,1
0,0,6156,0,51,0,0
0,0,5471,0,7,0,0
0,1,5471,2,3,0,1
2,0,3610,2,26,1,0
0,0,1443,2,27,0,0
0,1,6156,2,7,0,0
0,1,5453,2,19,0,1
0,0,3612,2,28,0,0
2,0,3596,2,27,0,0
0,1,5454,1,31,0,1
0,0,5456,2,26,0,0
1,0,535,2,43,0,0
0,0,5474,2,23,0,0
0,1,1445,1,14,0,1
0,0,3613,0,47,0,1
1,1,562,2,17,0,1
1,0,562,2,64,0,0
2,0,1347,2,13,0,0
2,0,1347,0,18,0,1
2,0,1447,2,29,1,0
0,0,3616,1,70,0,0
2,0,3601,2,23,0,0
2,0,1349,2,23,0,1
2,0,6156,2,35,0,0
2,0,1449,2,17,0,0
2,1,3601,2,26,0,1
2,0,1349,2,15,0,0
2,0,3601,2,19,0,0
0,1,5477,1,20,0,1
0,0,3603,2,51,0,0
2,0,3618,2,17,0,0
2,0,3618,2,27,0,0
0,0,5479,2,43,0,0
0,0,5458,2,5,0,0
0,1,5460,2,17,0,0
0,0,1416,2,40,0,1
0,0,1416,2,38,0,0
0,1,6156,2,20,0,1
0,1,5481,2,13,0,0
0,0,3620,2,15,0,0
0,0,1451,2,15,0,0
1,0,28,0,59,0,1
0,0,3605,2,24,0,0
2,1,3622,2,28,0,1
2,0,1335,0,52,0,0
0,0,5486,2,38,0,0
0,0,3624,2,26,0,1
0,0,1418,0,17,0,1
0,1,5487,1,17,0,1
0,0,5487,0,20,0,1
0,0,3625,2,15,0,0
0,1,5489,2,30,0,1
0,1,5491,1,22,0,0
0,0,1453,2,18,0,0
0,1,5463,0,22,0,1
0,1,5465,1,20,0,1
0,0,5469,2,22,0,0
2,0,1337,1,34,1,0
1,0,1456,2,28,0,0
2,1,3608,2,50,0,1
0,0,5470,0,19,0,1
0,0,5494,2,21,0,0
0,0,5494,2,0,0,0
0,0,5494,2,4,0,1
0,1,5495,1,59,0,0
0,0,3609,0,15,0,1
0,1,5472,2,24,0,1
0,1,5473,2,26,0,0
0,0,3611,2,67,0,0
0,0,5475,2,55,0,0
0,0,3614,2,50,0,0
0,0,3627,0,23,0,0
0,0,1457,1,21,0,1
0,0,5476,2,15,0,0
1,0,1458,2,41,0,1
2,1,3615,2,59,0,1
2,0,1460,2,18,0,0
0,0,3617,0,21,0,0
1,1,984,0,14,0,1
1,0,984,2,50,0,1
1,0,984,2,32,0,1
1,1,984,2,46,0,1
0,0,5478,2,28,0,0
2,1,3619,2,58,0,1
1,1,564,0,15,0,1
0,0,5500,2,35,0,1
2,0,3629,2,30,0,0
2,1,1461,2,30,0,1
0,0,5480,2,43,0,1
0,0,5482,2,21,0,0
0,1,5483,1,15,0,0
0,0,3630,0,37,0,1
1,0,986,0,28,0,1
0,1,6156,2,28,0,0
0,0,3621,2,40,0,0
0,0,5488,0,42,0,0
0,1,5488,1,21,0,0
2,1,1420,0,31,0,0
0,0,3623,2,51,0,0
2,0,3634,2,73,0,0
1,1,987,2,26,0,1
1,1,538,0,33,0,1
0,0,1464,2,39,0,0
0,0,5504,2,19,0,0
0,0,5490,0,12,0,1
0,1,5490,0,10,0,0
0,1,5490,2,0,0,0
0,0,5490,2,0,0,1
0,1,5490,2,1,0,1
0,0,1422,2,33,0,0
0,0,3636,0,23,0,0
2,1,3638,2,5,0,1
0,1,5492,2,24,0,1
2,0,1465,2,26,0,0
1,0,540,0,30,0,0
0,0,3626,2,33,0,0
2,0,3640,2,56,0,0
0,1,5493,1,25,0,1
0,0,3628,2,28,0,0
0,0,3642,2,25,0,1
0,0,3644,0,18,0,0
1,0,989,2,60,1,1
1,0,989,2,41,0,1
0,0,3631,1,16,0,0
0,1,5507,2,17,0,1
0,0,5509,2,26,0,0
0,0,5511,2,31,0,1
0,0,6156,2,67,0,1
0,0,3633,0,16,0,0
0,0,3635,0,24,0,0
0,0,3647,2,19,0,1
1,0,1338,0,48,0,1
1,0,1338,2,30,0,1
1,0,1338,2,22,0,1
1,0,1338,2,28,1,1
1,1,1338,0,23,0,1
1,0,1338,2,29,0,0
0,1,5496,2,22,0,0
1,0,981,0,48,0,0
2,0,3637,2,26,0,1
0,0,3649,2,23,0,1
0,0,3651,2,55,0,0
1,0,1428,2,46,0,0
0,0,3639,1,38,0,0
0,1,5497,2,2,0,1
0,1,5497,2,3,0,1
0,0,3652,2,20,0,0
0,0,5499,2,65,0,0
0,0,5501,2,28,0,0
0,0,3653,2,25,0,0
0,0,3641,1,54,0,0
0,0,3641,0,25,0,0
0,1,5517,2,14,0,1
1,0,30,0,53,0,1
0,1,5518,2,0,0,1
0,0,1429,2,39,0,0
0,0,3654,2,22,0,1
2,0,1352,0,31,0,0
2,1,3643,2,24,0,1
1,0,13,2,35,1,0
1,0,13,0,35,0,0
2,1,3645,2,32,0,1
2,0,3645,2,61,0,0
0,0,3658,0,58,0,1
2,0,1353,2,26,0,0
0,1,5502,2,4,0,0
0,0,5502,2,1,0,0
0,0,5502,2,8,0,1
0,0,5502,2,7,0,0
0,0,5502,2,25,0,0
0,0,5502,2,6,0,0
0,0,3660,2,29,0,0
2,1,3661,2,64,0,1
1,0,993,2,31,0,1
2,1,1467,2,25,0,0
0,1,5503,2,30,0,1
0,1,5521,2,0,0,0
0,0,3663,1,29,0,0
0,0,5523,2,37,0,0
0,0,3665,2,49,0,0
1,0,1341,2,36,0,0
0,0,3667,0,20,0,0
0,0,3669,2,20,0,1
1,0,994,0,18,0,1
1,1,6156,0,17,0,1
2,1,1469,2,48,0,0
0,0,1471,2,26,0,0
0,0,5505,2,35,0,0
0,0,3648,2,30,0,1
0,0,3670,2,22,0,0
0,1,5524,2,5,0,0
0,1,5526,0,43,0,0
2,1,1473,2,52,0,0
1,0,1342,2,50,0,1
1,0,6156,2,29,0,1
1,0,1342,0,19,0,0
1,0,996,0,39,0,1
1,0,996,2,38,0,1
0,1,5506,0,21,0,0
0,0,5508,1,25,0,0
1,1,14,0,42,0,1
1,1,14,0,36,0,1
0,0,5510,2,19,0,0
0,1,5527,2,42,0,0
0,0,3650,0,40,0,0
0,1,5512,2,14,0,0
1,0,1346,2,50,0,0
2,0,1431,2,18,0,0
0,0,5516,2,46,0,0
0,0,1432,2,28,0,0
1,1,1348,2,15,0,1
1,0,1348,0,22,0,0
1,1,32,2,0,0,0
1,1,32,2,52,0,1
1,0,32,2,38,0,1
2,0,1434,2,46,0,0
0,1,5519,0,23,0,0
1,0,983,2,63,0,1
1,1,983,0,24,0,1
0,1,5520,2,50,0,0
0,1,5522,2,20,0,0
2,0,1356,2,55,0,0
0,0,1475,1,21,0,1
1,1,997,0,56,0,1
0,0,1435,2,45,0,1
0,1,5525,0,18,0,0
0,0,3655,2,47,0,0
0,0,3656,2,36,0,1
2,0,3677,2,57,1,0
2,0,1350,2,13,0,0
2,0,3678,2,27,0,0
0,0,3659,2,20,0,0
0,0,5533,2,47,0,0
0,0,1438,2,15,0,0
0,0,5535,2,34,0,0
0,0,3662,2,21,0,0
0,0,3664,2,51,0,0
0,0,1439,2,23,0,0
0,0,3680,2,58,0,0
2,0,1358,2,37,0,0
2,0,1358,1,44,0,1
0,1,5528,2,25,0,0
1,1,985,2,15,0,1
1,0,985,2,40,0,0
1,0,985,0,29,0,1
0,1,1440,2,36,0,1
0,0,1440,1,21,0,1
0,0,5537,2,35,0,1
0,0,3682,2,24,0,0
0,0,5539,0,2,0,0
0,1,5539,2,0,0,1
0,0,3684,2,43,0,0
1,0,998,2,63,0,0
0,1,5541,2,30,0,1
0,1,5543,1,38,0,1
1,0,1000,0,27,0,1
0,0,3666,1,54,0,0
1,1,34,0,39,0,1
2,0,1351,2,41,0,0
0,0,5531,2,22,0,0
1,0,571,0,23,0,1
1,0,571,2,34,0,1
1,1,571,0,26,1,1
1,0,571,2,39,0,0
1,1,571,0,15,0,1
1,1,571,2,64,0,1
1,1,571,2,25,0,1
2,1,3686,2,35,0,1
0,1,5532,2,19,0,1
0,0,3668,2,26,0,0
0,1,5534,2,3,0,1
0,0,5534,2,29,0,0
0,1,5534,2,44,0,1
0,0,1442,2,27,0,0
0,0,5546,1,17,0,0
1,0,6156,0,37,0,1
2,1,3688,0,19,0,1
0,1,5547,2,44,0,0
0,0,3671,0,22,0,0
0,0,1478,2,22,0,1
2,1,3672,2,21,0,1
0,0,3674,2,31,0,0
0,0,1444,2,17,0,1
0,0,5536,1,30,0,0
0,0,3675,2,15,0,0
0,0,5538,2,42,0,1
0,0,3676,2,55,0,0
1,0,1002,0,28,0,1
0,0,3691,2,33,0,0
0,0,5549,2,19,0,0
0,0,3679,2,24,0,0
0,0,5540,2,4,0,0
0,1,5540,2,2,0,0
1,0,36,0,30,0,1
1,0,542,2,31,0,0
1,1,542,2,17,0,1
